hr,weekday,workingday,mnth,season,temp,atemp,hum,windspeed,weathersit,holiday,cnt
6,3,1,1,1,0.22,0.2576,0.93,0.0896,2,0,32
7,3,1,1,1,0.24,0.2576,0.92,0.1045,2,0,90
8,3,1,1,1,0.24,0.2576,0.93,0.1045,2,0,197
9,3,1,1,1,0.24,0.2576,0.93,0.1045,2,0,109
10,3,1,1,1,0.26,0.2727,0.93,0.1343,2,0,47
11,3,1,1,1,0.28,0.303,0.87,0.0896,2,0,52
12,3,1,1,1,0.3,0.3182,0.81,0.0896,2,0,70
13,3,1,1,1,0.4,0.4091,0.62,0.2836,1,0,78
14,3,1,1,1,0.4,0.4091,0.58,0.2537,1,0,75
15,3,1,1,1,0.4,0.4091,0.54,0.2836,1,0,82
16,3,1,1,1,0.38,0.3939,0.58,0.3881,1,0,104
17,3,1,1,1,0.36,0.3333,0.57,0.3284,1,0,197
18,3,1,1,1,0.34,0.3182,0.61,0.2836,1,0,161
19,3,1,1,1,0.32,0.2879,0.57,0.4179,1,0,112
20,3,1,1,1,0.32,0.303,0.49,0.2985,1,0,76
21,3,1,1,1,0.32,0.2879,0.49,0.4179,1,0,59
22,3,1,1,1,0.3,0.303,0.52,0.1642,1,0,59
23,3,1,1,1,0.3,0.2727,0.52,0.4627,1,0,28
0,4,1,1,1,0.26,0.2273,0.56,0.3881,1,0,13
1,4,1,1,1,0.26,0.2727,0.56,0.0,1,0,5
2,4,1,1,1,0.26,0.2727,0.56,0.0,1,0,2
3,4,1,1,1,0.26,0.2576,0.56,0.1642,1,0,1
4,4,1,1,1,0.26,0.2576,0.56,0.1642,1,0,1
5,4,1,1,1,0.24,0.2273,0.6,0.2239,1,0,6
6,4,1,1,1,0.22,0.2121,0.6,0.2239,1,0,35
7,4,1,1,1,0.22,0.2121,0.55,0.2239,1,0,101
8,4,1,1,1,0.22,0.2121,0.55,0.2836,1,0,249
9,4,1,1,1,0.24,0.2273,0.52,0.2239,2,0,143
10,4,1,1,1,0.26,0.2273,0.48,0.2985,1,0,57
11,4,1,1,1,0.28,0.2727,0.45,0.1642,2,0,68
12,4,1,1,1,0.3,0.3333,0.42,0.0,2,0,84
13,4,1,1,1,0.28,0.2879,0.45,0.1045,2,0,98
14,4,1,1,1,0.3,0.303,0.45,0.1343,2,0,81
15,4,1,1,1,0.32,0.3182,0.45,0.194,2,0,70
16,4,1,1,1,0.3,0.303,0.49,0.1343,2,0,91
17,4,1,1,1,0.3,0.3182,0.49,0.1045,2,0,215
18,4,1,1,1,0.26,0.2576,0.56,0.194,2,0,185
19,4,1,1,1,0.26,0.2273,0.56,0.3284,1,0,152
20,4,1,1,1,0.26,0.2424,0.6,0.2836,2,0,126
21,4,1,1,1,0.24,0.2273,0.6,0.2537,2,0,57
22,4,1,1,1,0.24,0.2121,0.65,0.2836,2,0,56
23,4,1,1,1,0.24,0.2121,0.65,0.3284,2,0,31
0,5,1,1,1,0.24,0.2273,0.7,0.2537,2,0,21
1,5,1,1,1,0.24,0.2273,0.7,0.2537,2,0,6
2,5,1,1,1,0.24,0.2424,0.75,0.1642,3,0,2
3,5,1,1,1,0.22,0.2121,0.8,0.2985,3,0,1
4,5,1,1,1,0.22,0.2576,0.87,0.0896,2,0,1
5,5,1,1,1,0.24,0.197,0.6,0.4179,1,0,5
6,5,1,1,1,0.22,0.2121,0.55,0.2537,1,0,27
7,5,1,1,1,0.2,0.1818,0.51,0.2836,1,0,68
8,5,1,1,1,0.2,0.1818,0.47,0.3284,1,0,217
9,5,1,1,1,0.2,0.1818,0.51,0.3582,1,0,166
10,5,1,1,1,0.2,0.1667,0.47,0.4627,1,0,63
11,5,1,1,1,0.22,0.1818,0.41,0.4627,1,0,59
12,5,1,1,1,0.22,0.1818,0.27,0.5821,1,0,78
13,5,1,1,1,0.2,0.1515,0.21,0.5821,1,0,73
14,5,1,1,1,0.2,0.1515,0.25,0.5224,1,0,62
15,5,1,1,1,0.16,0.1212,0.26,0.4478,1,0,65
16,5,1,1,1,0.16,0.1364,0.26,0.3582,1,0,97
17,5,1,1,1,0.14,0.1212,0.28,0.3582,1,0,161
18,5,1,1,1,0.12,0.1212,0.3,0.2537,1,0,120
19,5,1,1,1,0.12,0.1061,0.3,0.3284,1,0,96
20,5,1,1,1,0.1,0.0758,0.33,0.4179,1,0,53
21,5,1,1,1,0.08,0.0758,0.38,0.2836,1,0,41
22,5,1,1,1,0.06,0.0303,0.41,0.3881,1,0,34
23,5,1,1,1,0.06,0.0455,0.38,0.3284,1,0,27
0,6,0,1,1,0.04,0.0303,0.45,0.2537,1,0,13
1,6,0,1,1,0.04,0.0,0.41,0.3881,2,0,12
2,6,0,1,1,0.04,0.0303,0.41,0.2537,2,0,11
3,6,0,1,1,0.04,0.0303,0.41,0.2836,2,0,7
4,6,0,1,1,0.02,0.0152,0.48,0.2985,2,0,3
6,6,0,1,1,0.02,0.0303,0.44,0.2239,2,0,2
7,6,0,1,1,0.02,0.0152,0.44,0.2836,1,0,8
8,6,0,1,1,0.02,0.0,0.44,0.3284,1,0,27
9,6,0,1,1,0.04,0.0303,0.41,0.2537,1,0,40
10,6,0,1,1,0.04,0.0606,0.41,0.1642,2,0,53
11,6,0,1,1,0.06,0.0758,0.38,0.1343,2,0,63
12,6,0,1,1,0.06,0.1061,0.38,0.1045,2,0,70
13,6,0,1,1,0.08,0.1667,0.35,0.0,1,0,84
14,6,0,1,1,0.1,0.1364,0.33,0.1045,1,0,75
15,6,0,1,1,0.12,0.1515,0.28,0.0,1,0,103
16,6,0,1,1,0.12,0.1364,0.28,0.194,1,0,83
17,6,0,1,1,0.12,0.197,0.28,0.0,1,0,67
18,6,0,1,1,0.08,0.0909,0.35,0.194,1,0,54
19,6,0,1,1,0.08,0.1061,0.35,0.1343,1,0,59
20,6,0,1,1,0.06,0.0758,0.45,0.1642,1,0,45
21,6,0,1,1,0.06,0.1061,0.41,0.0896,1,0,39
22,6,0,1,1,0.06,0.1515,0.49,0.0,1,0,30
23,6,0,1,1,0.04,0.0758,0.57,0.1045,1,0,33
0,0,0,1,1,0.04,0.0758,0.57,0.1045,1,0,22
1,0,0,1,1,0.04,0.0758,0.57,0.1045,1,0,13
2,0,0,1,1,0.02,0.0606,0.62,0.1343,1,0,18
3,0,0,1,1,0.02,0.0606,0.62,0.1343,1,0,5
5,0,0,1,1,0.04,0.0758,0.57,0.1045,2,0,3
6,0,0,1,1,0.04,0.0758,0.57,0.1045,2,0,1
7,0,0,1,1,0.08,0.1061,0.58,0.1642,1,0,2
8,0,0,1,1,0.06,0.0758,0.62,0.1642,1,0,19
9,0,0,1,1,0.1,0.0758,0.54,0.3582,1,0,28
10,0,0,1,1,0.14,0.1061,0.46,0.3881,1,0,58
11,0,0,1,1,0.14,0.1364,0.43,0.2239,1,0,99
12,0,0,1,1,0.16,0.1212,0.37,0.4627,1,0,116
13,0,0,1,1,0.14,0.1061,0.33,0.3881,1,0,87
14,0,0,1,1,0.16,0.1364,0.28,0.3582,1,0,110
15,0,0,1,1,0.16,0.1364,0.28,0.3582,1,0,77
16,0,0,1,1,0.16,0.1364,0.26,0.3284,1,0,65
17,0,0,1,1,0.14,0.1061,0.26,0.3881,1,0,55
18,0,0,1,1,0.12,0.1212,0.3,0.2537,1,0,49
19,0,0,1,1,0.12,0.1212,0.3,0.2836,1,0,50
20,0,0,1,1,0.1,0.1061,0.36,0.2537,1,0,35
21,0,0,1,1,0.1,0.1061,0.36,0.194,1,0,25
22,0,0,1,1,0.08,0.0909,0.38,0.194,1,0,28
23,0,0,1,1,0.06,0.0606,0.41,0.2239,1,0,21
0,1,1,1,1,0.06,0.0606,0.41,0.194,1,0,7
1,1,1,1,1,0.04,0.0455,0.45,0.194,1,0,1
3,1,1,1,1,0.04,0.0303,0.45,0.2537,1,0,1
4,1,1,1,1,0.02,0.0606,0.48,0.1343,1,0,1
5,1,1,1,1,0.02,0.0606,0.48,0.1343,1,0,5
6,1,1,1,1,0.02,0.0758,0.48,0.0896,1,0,15
7,1,1,1,1,0.02,0.1212,0.48,0.0,1,0,84
8,1,1,1,1,0.04,0.1364,0.49,0.0,1,0,177
9,1,1,1,1,0.06,0.1515,0.41,0.0,1,0,102
10,1,1,1,1,0.1,0.1364,0.42,0.0,1,0,40
11,1,1,1,1,0.1,0.1212,0.46,0.1343,1,0,46
12,1,1,1,1,0.12,0.1364,0.42,0.194,2,0,63
13,1,1,1,1,0.14,0.1364,0.43,0.2239,2,0,60
14,1,1,1,1,0.14,0.1364,0.46,0.2239,2,0,45
15,1,1,1,1,0.16,0.1667,0.4,0.1642,1,0,57
16,1,1,1,1,0.16,0.1515,0.47,0.2537,1,0,70
17,1,1,1,1,0.14,0.1212,0.5,0.2537,1,0,184
18,1,1,1,1,0.14,0.1364,0.59,0.194,1,0,153
19,1,1,1,1,0.14,0.1515,0.54,0.1642,1,0,106
20,1,1,1,1,0.14,0.1364,0.59,0.194,1,0,81
21,1,1,1,1,0.14,0.1515,0.63,0.1642,1,0,59
22,1,1,1,1,0.14,0.1364,0.63,0.2239,2,0,35
23,1,1,1,1,0.16,0.1515,0.64,0.2537,2,0,24
0,2,1,1,1,0.16,0.1364,0.69,0.2836,2,0,9
1,2,1,1,1,0.16,0.1667,0.69,0.1642,2,0,5
2,2,1,1,1,0.16,0.1515,0.69,0.2239,1,0,2
4,2,1,1,1,0.14,0.1667,0.74,0.1045,1,0,1
5,2,1,1,1,0.14,0.1364,0.74,0.2239,1,0,9
6,2,1,1,1,0.16,0.1818,0.74,0.1045,1,0,36
7,2,1,1,1,0.16,0.1515,0.74,0.2239,1,0,108
8,2,1,1,1,0.16,0.1818,0.74,0.1343,2,0,238
9,2,1,1,1,0.2,0.2273,0.64,0.0896,2,0,144
10,2,1,1,1,0.22,0.2424,0.6,0.1045,2,0,55
11,2,1,1,1,0.24,0.2424,0.6,0.1343,2,0,61
12,2,1,1,1,0.26,0.2879,0.56,0.0896,2,0,106
13,2,1,1,1,0.26,0.2727,0.56,0.1343,2,0,93
14,2,1,1,1,0.3,0.3333,0.45,0.0,2,0,68
15,2,1,1,1,0.32,0.3485,0.42,0.0,2,0,84
16,2,1,1,1,0.32,0.3485,0.42,0.0,2,0,116
17,2,1,1,1,0.3,0.3333,0.45,0.0,1,0,222
18,2,1,1,1,0.3,0.3182,0.49,0.0896,2,0,225
19,2,1,1,1,0.26,0.2576,0.65,0.1642,2,0,146
20,2,1,1,1,0.24,0.2273,0.65,0.194,1,0,119
21,2,1,1,1,0.24,0.2273,0.65,0.194,1,0,45
22,2,1,1,1,0.22,0.2273,0.64,0.1642,1,0,53
23,2,1,1,1,0.22,0.2273,0.64,0.1642,2,0,40
0,3,1,1,1,0.22,0.2273,0.69,0.1343,2,0,17
1,3,1,1,1,0.24,0.2424,0.65,0.1343,2,0,5
2,3,1,1,1,0.22,0.2273,0.69,0.194,3,0,10
5,3,1,1,1,0.2,0.1818,0.86,0.2836,3,0,1
6,3,1,1,1,0.2,0.1818,0.86,0.2836,3,0,8
7,3,1,1,1,0.22,0.2121,0.87,0.2985,3,0,30
8,3,1,1,1,0.22,0.2121,0.87,0.2985,3,0,72
9,3,1,1,1,0.22,0.2121,0.87,0.2985,3,0,58
10,3,1,1,1,0.22,0.2121,0.93,0.2836,3,0,28
11,3,1,1,1,0.22,0.197,0.93,0.3284,3,0,41
12,3,1,1,1,0.22,0.197,0.93,0.3284,3,0,48
13,3,1,1,1,0.22,0.197,0.93,0.3284,3,0,47
14,3,1,1,1,0.22,0.197,0.93,0.3582,3,0,36
15,3,1,1,1,0.22,0.1818,0.93,0.4627,3,0,43
16,3,1,1,1,0.22,0.197,0.93,0.3284,4,0,36
17,3,1,1,1,0.2,0.1818,0.93,0.3582,3,0,26
16,4,1,1,1,0.22,0.2273,0.55,0.194,1,0,24
17,4,1,1,1,0.22,0.2424,0.55,0.1045,1,0,84
18,4,1,1,1,0.2,0.2273,0.69,0.0896,1,0,104
19,4,1,1,1,0.2,0.2273,0.69,0.0896,1,0,79
20,4,1,1,1,0.18,0.2121,0.74,0.0896,1,0,59
21,4,1,1,1,0.18,0.2121,0.74,0.0896,1,0,38
22,4,1,1,1,0.18,0.2121,0.74,0.0896,1,0,27
23,4,1,1,1,0.18,0.197,0.8,0.1642,1,0,16
0,5,1,1,1,0.2,0.2121,0.75,0.1343,2,0,9
1,5,1,1,1,0.2,0.2121,0.75,0.1343,2,0,3
2,5,1,1,1,0.2,0.2121,0.75,0.1642,2,0,2
3,5,1,1,1,0.2,0.2273,0.75,0.1045,2,0,1
5,5,1,1,1,0.18,0.2121,0.8,0.1045,2,0,4
6,5,1,1,1,0.18,0.197,0.8,0.1343,2,0,16
7,5,1,1,1,0.16,0.197,0.86,0.0896,2,0,60
8,5,1,1,1,0.16,0.197,0.86,0.0896,2,0,157
9,5,1,1,1,0.18,0.2121,0.86,0.0896,3,0,101
10,5,1,1,1,0.18,0.2121,0.86,0.1045,3,0,49
11,5,1,1,1,0.18,0.2121,0.93,0.1045,3,0,30
12,5,1,1,1,0.18,0.2121,0.93,0.1045,3,0,29
13,5,1,1,1,0.18,0.2121,0.93,0.1045,3,0,31
14,5,1,1,1,0.22,0.2727,0.8,0.0,3,0,38
15,5,1,1,1,0.2,0.2576,0.86,0.0,2,0,41
16,5,1,1,1,0.22,0.2727,0.8,0.0,1,0,80
17,5,1,1,1,0.24,0.2424,0.75,0.1343,1,0,149
18,5,1,1,1,0.24,0.2273,0.75,0.194,1,0,109
19,5,1,1,1,0.24,0.2424,0.75,0.1343,2,0,89
20,5,1,1,1,0.24,0.2273,0.7,0.194,2,0,62
21,5,1,1,1,0.22,0.2273,0.75,0.1343,2,0,58
22,5,1,1,1,0.24,0.2121,0.65,0.3582,1,0,26
23,5,1,1,1,0.24,0.2273,0.6,0.2239,1,0,23
0,6,0,1,1,0.22,0.197,0.64,0.3582,1,0,28
1,6,0,1,1,0.22,0.2273,0.64,0.194,1,0,20
2,6,0,1,1,0.22,0.2273,0.64,0.1642,1,0,15
3,6,0,1,1,0.2,0.2121,0.64,0.1343,1,0,8
4,6,0,1,1,0.16,0.1818,0.69,0.1045,1,0,3
6,6,0,1,1,0.16,0.1818,0.64,0.1343,1,0,2
7,6,0,1,1,0.16,0.1818,0.59,0.1045,1,0,5
8,6,0,1,1,0.18,0.197,0.55,0.1642,1,0,34
9,6,0,1,1,0.18,0.2121,0.59,0.0896,1,0,34
10,6,0,1,1,0.18,0.2121,0.64,0.1045,2,0,55
11,6,0,1,1,0.18,0.197,0.64,0.1343,2,0,64
12,6,0,1,1,0.2,0.197,0.59,0.194,2,0,78
13,6,0,1,1,0.22,0.2273,0.55,0.1642,2,0,65
14,6,0,1,1,0.22,0.2273,0.6,0.1343,2,0,99
15,6,0,1,1,0.22,0.2121,0.69,0.2537,1,0,120
16,6,0,1,1,0.24,0.2424,0.6,0.1642,1,0,107
17,6,0,1,1,0.24,0.2879,0.6,0.0,1,0,91
18,6,0,1,1,0.22,0.2273,0.69,0.1343,1,0,68
19,6,0,1,1,0.22,0.2121,0.69,0.2537,2,0,58
20,6,0,1,1,0.18,0.2121,0.74,0.0896,1,0,43
21,6,0,1,1,0.18,0.2121,0.74,0.0896,1,0,36
22,6,0,1,1,0.16,0.197,0.8,0.0896,1,0,32
23,6,0,1,1,0.16,0.197,0.8,0.0896,1,0,33
0,0,0,1,1,0.16,0.1818,0.8,0.1045,1,0,33
1,0,0,1,1,0.14,0.2121,0.8,0.0,1,0,29
2,0,0,1,1,0.16,0.2273,0.8,0.0,1,0,11
3,0,0,1,1,0.14,0.2121,0.93,0.0,1,0,8
4,0,0,1,1,0.14,0.2121,0.93,0.0,1,0,1
5,0,0,1,1,0.14,0.2121,0.86,0.0,1,0,3
7,0,0,1,1,0.14,0.2121,0.86,0.0,1,0,3
8,0,0,1,1,0.14,0.2121,0.86,0.0,2,0,12
9,0,0,1,1,0.16,0.2273,0.8,0.0,2,0,38
10,0,0,1,1,0.18,0.2424,0.8,0.0,2,0,64
11,0,0,1,1,0.22,0.2727,0.75,0.0,1,0,59
12,0,0,1,1,0.3,0.3182,0.52,0.1045,1,0,97
13,0,0,1,1,0.28,0.2879,0.61,0.1045,1,0,84
14,0,0,1,1,0.28,0.303,0.61,0.0896,1,0,122
15,0,0,1,1,0.3,0.3333,0.56,0.0,1,0,109
16,0,0,1,1,0.3,0.3333,0.56,0.0,1,0,123
17,0,0,1,1,0.3,0.2879,0.56,0.194,1,0,77
18,0,0,1,1,0.26,0.2576,0.65,0.1642,1,0,65
19,0,0,1,1,0.26,0.2576,0.65,0.194,1,0,55
20,0,0,1,1,0.26,0.2727,0.65,0.1045,2,0,33
21,0,0,1,1,0.24,0.2424,0.7,0.1642,2,0,28
22,0,0,1,1,0.24,0.2273,0.7,0.194,2,0,21
23,0,0,1,1,0.24,0.2121,0.65,0.2836,2,0,21
0,1,1,1,1,0.24,0.2273,0.65,0.2239,2,0,7
1,1,1,1,1,0.22,0.2121,0.64,0.2537,1,0,7
2,1,1,1,1,0.22,0.2273,0.64,0.194,1,0,1
3,1,1,1,1,0.22,0.2273,0.64,0.194,1,0,2
4,1,1,1,1,0.2,0.197,0.59,0.2239,1,0,2
5,1,1,1,1,0.18,0.1667,0.64,0.2836,1,0,8
6,1,1,1,1,0.16,0.1364,0.69,0.3284,1,0,37
7,1,1,1,1,0.16,0.1364,0.64,0.2836,2,0,72
8,1,1,1,1,0.16,0.1364,0.59,0.2836,2,0,185
9,1,1,1,1,0.16,0.1364,0.59,0.2985,2,0,112
10,1,1,1,1,0.16,0.1515,0.59,0.194,2,0,69
11,1,1,1,1,0.16,0.1515,0.59,0.194,2,0,48
12,1,1,1,1,0.18,0.2121,0.55,0.1045,2,0,68
13,1,1,1,1,0.16,0.2273,0.59,0.0,2,0,54
14,1,1,1,1,0.18,0.197,0.55,0.1343,2,0,86
15,1,1,1,1,0.16,0.1818,0.59,0.1343,2,0,44
16,1,1,1,1,0.16,0.1818,0.56,0.194,2,0,86
17,1,1,1,1,0.16,0.1515,0.59,0.194,2,0,161
18,1,1,1,1,0.16,0.1515,0.55,0.2239,2,0,156
19,1,1,1,1,0.3,0.3182,0.61,0.1045,1,0,111
20,1,1,1,1,0.16,0.1667,0.59,0.1642,3,0,78
21,1,1,1,1,0.16,0.197,0.59,0.0896,3,0,56
22,1,1,1,1,0.16,0.1818,0.59,0.1045,2,0,34
23,1,1,1,1,0.16,0.197,0.64,0.0896,2,0,17
0,2,1,2,1,0.16,0.1818,0.64,0.1045,2,0,8
1,2,1,2,1,0.16,0.1818,0.69,0.1045,2,0,3
2,2,1,2,1,0.16,0.2273,0.69,0.0,2,0,2
3,2,1,2,1,0.16,0.2273,0.69,0.0,2,0,2
5,2,1,2,1,0.14,0.2121,0.93,0.0,3,0,3
6,2,1,2,1,0.14,0.2121,0.93,0.0,3,0,22
7,2,1,2,1,0.16,0.2273,0.93,0.0,3,0,52
8,2,1,2,1,0.16,0.2273,0.93,0.0,3,0,135
9,2,1,2,1,0.16,0.2273,0.93,0.0,2,0,116
10,2,1,2,1,0.16,0.2273,0.93,0.0,2,0,47
11,2,1,2,1,0.18,0.2424,0.86,0.0,2,0,51
12,2,1,2,1,0.2,0.2576,0.86,0.0,2,0,55
13,2,1,2,1,0.2,0.2576,0.86,0.0,2,0,52
14,2,1,2,1,0.22,0.2576,0.8,0.0896,2,0,54
15,2,1,2,1,0.24,0.2879,0.75,0.0,2,0,52
16,2,1,2,1,0.24,0.2424,0.75,0.1343,2,0,64
17,2,1,2,1,0.24,0.2879,0.75,0.0,2,0,176
18,2,1,2,1,0.24,0.2576,0.81,0.1045,2,0,168
19,2,1,2,1,0.24,0.2424,0.81,0.1343,2,0,108
20,2,1,2,1,0.22,0.2273,0.87,0.1343,2,0,74
21,2,1,2,1,0.22,0.2273,0.87,0.1343,2,0,64
22,2,1,2,1,0.22,0.2576,0.87,0.0896,2,0,36
23,2,1,2,1,0.2,0.197,0.93,0.194,3,0,16
0,3,1,2,1,0.22,0.2424,0.93,0.1045,3,0,2
1,3,1,2,1,0.22,0.2273,0.93,0.194,3,0,3
2,3,1,2,1,0.22,0.2273,0.93,0.1343,3,0,4
3,3,1,2,1,0.22,0.2273,0.93,0.1343,3,0,1
4,3,1,2,1,0.22,0.2121,0.93,0.2836,3,0,1
5,3,1,2,1,0.22,0.2424,0.93,0.1045,3,0,3
6,3,1,2,1,0.22,0.2424,0.93,0.1045,3,0,18
7,3,1,2,1,0.22,0.2121,0.93,0.2239,3,0,49
8,3,1,2,1,0.22,0.2121,0.93,0.2239,3,0,155
9,3,1,2,1,0.24,0.2576,0.93,0.0896,2,0,123
10,3,1,2,1,0.22,0.2727,1.0,0.0,2,0,61
11,3,1,2,1,0.24,0.2273,0.93,0.194,2,0,52
12,3,1,2,1,0.24,0.2273,0.93,0.2239,2,0,64
13,3,1,2,1,0.34,0.3333,0.93,0.1642,1,0,75
14,3,1,2,1,0.38,0.3939,0.82,0.3881,1,0,63
15,3,1,2,1,0.38,0.3939,0.76,0.3284,1,0,76
16,3,1,2,1,0.36,0.3333,0.71,0.2985,1,0,103
17,3,1,2,1,0.36,0.3182,0.53,0.5224,1,0,190
18,3,1,2,1,0.34,0.2879,0.42,0.5522,1,0,182
19,3,1,2,1,0.28,0.2424,0.45,0.4925,1,0,91
20,3,1,2,1,0.24,0.197,0.48,0.5522,1,0,75
21,3,1,2,1,0.22,0.197,0.47,0.3284,1,0,63
22,3,1,2,1,0.22,0.2121,0.44,0.2537,1,0,40
23,3,1,2,1,0.2,0.1667,0.44,0.4478,1,0,32
0,4,1,2,1,0.2,0.1667,0.4,0.4478,1,0,12
1,4,1,2,1,0.2,0.1515,0.44,0.5224,1,0,5
2,4,1,2,1,0.18,0.1667,0.43,0.2537,1,0,2
3,4,1,2,1,0.18,0.1667,0.43,0.2537,1,0,1
5,4,1,2,1,0.16,0.1364,0.5,0.2985,1,0,2
6,4,1,2,1,0.16,0.1364,0.43,0.3582,1,0,39
7,4,1,2,1,0.14,0.1212,0.5,0.3284,1,0,87
8,4,1,2,1,0.14,0.1212,0.5,0.3582,1,0,188
9,4,1,2,1,0.16,0.1364,0.47,0.2985,1,0,133
10,4,1,2,1,0.18,0.1515,0.43,0.3284,1,0,52
11,4,1,2,1,0.18,0.1364,0.43,0.4478,1,0,64
12,4,1,2,1,0.2,0.1818,0.4,0.3582,1,0,69
13,4,1,2,1,0.2,0.1667,0.4,0.4179,1,0,51
14,4,1,2,1,0.22,0.197,0.37,0.3881,1,0,47
15,4,1,2,1,0.22,0.197,0.37,0.3284,1,0,60
16,4,1,2,1,0.22,0.2121,0.37,0.2537,1,0,78
17,4,1,2,1,0.2,0.197,0.4,0.194,1,0,175
18,4,1,2,1,0.2,0.2121,0.4,0.1642,1,0,147
19,4,1,2,1,0.2,0.2576,0.4,0.0,1,0,96
20,4,1,2,1,0.2,0.2273,0.47,0.0896,1,0,109
21,4,1,2,1,0.18,0.2121,0.55,0.1045,1,0,54
22,4,1,2,1,0.18,0.2121,0.51,0.0896,1,0,41
23,4,1,2,1,0.2,0.2273,0.47,0.1045,1,0,38
0,5,1,2,1,0.2,0.2576,0.44,0.0,2,0,13
1,5,1,2,1,0.16,0.2273,0.59,0.0,2,0,7
2,5,1,2,1,0.14,0.1667,0.63,0.1045,2,0,1
3,5,1,2,1,0.14,0.1667,0.63,0.1045,2,0,1
5,5,1,2,1,0.14,0.1515,0.63,0.1343,2,0,7
6,5,1,2,1,0.16,0.2273,0.55,0.0,2,0,28
7,5,1,2,1,0.14,0.2121,0.59,0.0,1,0,87
8,5,1,2,1,0.14,0.1515,0.74,0.1343,1,0,220
9,5,1,2,1,0.16,0.1818,0.8,0.1343,2,0,127
10,5,1,2,1,0.2,0.2121,0.51,0.1343,2,0,51
11,5,1,2,1,0.22,0.2273,0.51,0.1642,1,0,64
12,5,1,2,1,0.24,0.2424,0.48,0.1642,2,0,86
13,5,1,2,1,0.26,0.2576,0.5,0.2239,2,0,82
14,5,1,2,1,0.28,0.2727,0.45,0.1642,2,0,91
15,5,1,2,1,0.28,0.2727,0.48,0.2537,2,0,90
16,5,1,2,1,0.3,0.2879,0.42,0.2239,2,0,99
17,5,1,2,1,0.26,0.2727,0.56,0.1343,2,0,205
18,5,1,2,1,0.24,0.2576,0.6,0.1045,2,0,155
19,5,1,2,1,0.24,0.2424,0.65,0.1343,2,0,103
20,5,1,2,1,0.24,0.2424,0.65,0.1642,2,0,71
21,5,1,2,1,0.24,0.2424,0.7,0.1642,2,0,43
22,5,1,2,1,0.24,0.2424,0.65,0.1642,2,0,46
23,5,1,2,1,0.24,0.2424,0.7,0.1343,2,0,31
0,6,0,2,1,0.24,0.2424,0.7,0.1642,2,0,39
1,6,0,2,1,0.24,0.2424,0.65,0.1642,2,0,18
2,6,0,2,1,0.24,0.2424,0.75,0.1642,2,0,17
3,6,0,2,1,0.24,0.2424,0.75,0.1642,2,0,11
4,6,0,2,1,0.22,0.2273,0.93,0.1343,3,0,8
5,6,0,2,1,0.2,0.2273,1.0,0.0896,3,0,9
6,6,0,2,1,0.2,0.2576,1.0,0.0,3,0,4
7,6,0,2,1,0.22,0.2576,0.93,0.0896,3,0,4
8,6,0,2,1,0.2,0.2273,1.0,0.0896,3,0,10
9,6,0,2,1,0.2,0.2273,1.0,0.0896,3,0,20
10,6,0,2,1,0.2,0.2121,1.0,0.1343,3,0,34
11,6,0,2,1,0.22,0.2273,1.0,0.1343,3,0,47
12,6,0,2,1,0.22,0.2273,1.0,0.1642,3,0,52
13,6,0,2,1,0.22,0.2273,1.0,0.1642,3,0,72
14,6,0,2,1,0.22,0.2727,1.0,0.0,3,0,55
15,6,0,2,1,0.22,0.2727,1.0,0.0,3,0,60
16,6,0,2,1,0.22,0.2273,1.0,0.1343,3,0,71
17,6,0,2,1,0.24,0.2121,1.0,0.2836,2,0,78
18,6,0,2,1,0.28,0.2424,0.93,0.4478,2,0,83
19,6,0,2,1,0.28,0.2424,0.93,0.4478,2,0,84
20,6,0,2,1,0.3,0.2879,0.87,0.2537,1,0,69
21,6,0,2,1,0.26,0.2576,1.0,0.194,1,0,56
22,6,0,2,1,0.26,0.2727,0.93,0.1343,1,0,45
23,6,0,2,1,0.26,0.2576,0.93,0.2239,1,0,59
0,0,0,2,1,0.26,0.2576,0.7,0.194,1,0,39
1,0,0,2,1,0.26,0.2273,0.65,0.4179,1,0,44
2,0,0,2,1,0.26,0.2273,0.6,0.3284,1,0,20
3,0,0,2,1,0.26,0.2879,0.6,0.0896,1,0,13
4,0,0,2,1,0.26,0.2273,0.6,0.3582,1,0,2
5,0,0,2,1,0.26,0.2576,0.6,0.2239,1,0,1
6,0,0,2,1,0.26,0.2576,0.6,0.2239,1,0,1
7,0,0,2,1,0.24,0.2424,0.65,0.1642,1,0,8
8,0,0,2,1,0.24,0.2576,0.65,0.1045,1,0,23
9,0,0,2,1,0.28,0.2879,0.56,0.1045,1,0,45
10,0,0,2,1,0.3,0.2879,0.52,0.2537,1,0,89
11,0,0,2,1,0.32,0.303,0.49,0.2537,1,0,117
12,0,0,2,1,0.34,0.3333,0.46,0.0,1,0,174
13,0,0,2,1,0.34,0.3636,0.46,0.0,1,0,182
14,0,0,2,1,0.34,0.3485,0.46,0.0896,1,0,161
15,0,0,2,1,0.34,0.3485,0.46,0.0896,1,0,182
16,0,0,2,1,0.34,0.3485,0.49,0.1045,1,0,157
17,0,0,2,1,0.34,0.3636,0.46,0.0,1,0,121
18,0,0,2,1,0.3,0.303,0.56,0.1642,1,0,78
19,0,0,2,1,0.28,0.2879,0.61,0.1343,1,0,21
20,0,0,2,1,0.28,0.2879,0.61,0.1045,1,0,26
21,0,0,2,1,0.26,0.303,0.6,0.0,1,0,27
